1,60:03:08:69:46:C4,-49,-47,86,0
Client_MAC,Rssi0,Rssi1,Connection_Time,EpocTIME
5C:E0:C5:C8:D3:D1,-45,-37,104,1476841072
5C:E0:C5:C8:D3:D1,-47,-38,167,1476841135
5C:E0:C5:C8:D3:D1,-47,-38,227,1476841195
5C:E0:C5:C8:D3:D1,-42,-38,47,1476841255
5C:E0:C5:C8:D3:D1,-42,-40,107,1476841315
5C:E0:C5:C8:D3:D1,-46,-42,167,1476841375
5C:E0:C5:C8:D3:D1,-46,-42,230,1476841438
5C:E0:C5:C8:D3:D1,-46,-42,290,1476841498
5C:E0:C5:C8:D3:D1,-46,-42,350,1476841558
5C:E0:C5:C8:D3:D1,-46,-42,410,1476841618
5C:E0:C5:C8:D3:D1,-40,-40,50,1476841738
5C:E0:C5:C8:D3:D1,-35,-32,110,1476841798
5C:E0:C5:C8:D3:D1,-32,-32,170,1476841858
5C:E0:C5:C8:D3:D1,-33,-33,230,1476841918
5C:E0:C5:C8:D3:D1,-37,-34,293,1476841981
5C:E0:C5:C8:D3:D1,-35,-34,353,1476842041
5C:E0:C5:C8:D3:D1,-34,-32,414,1476842101
5C:E0:C5:C8:D3:D1,-34,-33,474,1476842161
5C:E0:C5:C8:D3:D1,-34,-33,534,1476842221
5C:E0:C5:C8:D3:D1,-40,-37,597,1476842284
5C:E0:C5:C8:D3:D1,-37,-34,657,1476842344
5C:E0:C5:C8:D3:D1,-37,-34,717,1476842404
5C:E0:C5:C8:D3:D1,-34,-32,777,1476842464
5C:E0:C5:C8:D3:D1,-34,-32,837,1476842524
5C:E0:C5:C8:D3:D1,-59,-34,900,1476842587
5C:E0:C5:C8:D3:D1,-46,-38,960,1476842647
5C:E0:C5:C8:D3:D1,-45,-38,1020,1476842707
5C:E0:C5:C8:D3:D1,-45,-38,1080,1476842767
5C:E0:C5:C8:D3:D1,-46,-40,60,1476842827
5C:E0:C5:C8:D3:D1,-57,-41,123,1476842890
5C:E0:C5:C8:D3:D1,-43,-40,183,1476842950
5C:E0:C5:C8:D3:D1,-46,-39,243,1476843010
5C:E0:C5:C8:D3:D1,-50,-46,303,1476843070
5C:E0:C5:C8:D3:D1,-44,-44,363,1476843130
5C:E0:C5:C8:D3:D1,-43,-43,426,1476843193
5C:E0:C5:C8:D3:D1,-41,-45,486,1476843253
5C:E0:C5:C8:D3:D1,-41,-45,546,1476843313
