Client_MAC,Rssi0,Rssi1,Connection_Time,EpocTime
64:BC:0C:50:F1:30,-67,-82,37825,1476520371
64:BC:0C:50:F1:30,-67,-82,37885,1476520431
64:BC:0C:50:F1:30,-67,-82,37945,1476520491
64:BC:0C:50:F1:30,-68,-81,38005,1476520551
64:BC:0C:50:F1:30,-68,-81,38065,1476520611
64:BC:0C:50:F1:30,-68,-81,38125,1476520671
64:BC:0C:50:F1:30,-67,-82,38185,1476520731
64:BC:0C:50:F1:30,-67,-82,38245,1476520791
64:BC:0C:50:F1:30,-68,-81,38305,1476520851
64:BC:0C:50:F1:30,-68,-82,38368,1476520915
64:BC:0C:50:F1:30,-68,-82,38428,1476520975
64:BC:0C:50:F1:30,-68,-81,38488,1476521035
64:BC:0C:50:F1:30,-68,-81,38548,1476521095
64:BC:0C:50:F1:30,-68,-80,38608,1476521155
64:BC:0C:50:F1:30,-68,-81,38671,1476521218
64:BC:0C:50:F1:30,-68,-81,38731,1476521278
64:BC:0C:50:F1:30,-68,-82,38791,1476521338
64:BC:0C:50:F1:30,-68,-82,38851,1476521398
64:BC:0C:50:F1:30,-67,-82,38911,1476521458
64:BC:0C:50:F1:30,-67,-82,38975,1476521521
64:BC:0C:50:F1:30,-67,-82,39035,1476521581
64:BC:0C:50:F1:30,-67,-82,39095,1476521641
64:BC:0C:50:F1:30,-67,-82,39155,1476521701
64:BC:0C:50:F1:30,-68,-79,39215,1476521761
64:BC:0C:50:F1:30,-68,-80,39298,1476521844
64:BC:0C:50:F1:30,-68,-81,39358,1476521904
64:BC:0C:50:F1:30,-68,-81,39418,1476521964
64:BC:0C:50:F1:30,-68,-81,39478,1476522024
64:BC:0C:50:F1:30,-68,-82,39538,1476522084
64:BC:0C:50:F1:30,-67,-82,39601,1476522147
64:BC:0C:50:F1:30,-68,-82,39661,1476522207
64:BC:0C:50:F1:30,-67,-82,39721,1476522267
64:BC:0C:50:F1:30,-68,-82,39781,1476522327
64:BC:0C:50:F1:30,-68,-82,39841,1476522387
64:BC:0C:50:F1:30,-68,-79,39901,1476522447
64:BC:0C:50:F1:30,-67,-80,39961,1476522507
64:BC:0C:50:F1:30,-67,-81,40021,1476522567
64:BC:0C:50:F1:30,-68,-80,40081,1476522627
