Client_MAC,Rssi0,Rssi1,Connection_Time,EpocTIME
1C:B0:94:7E:E4:3A,-81,-89,5124,1476664957
1C:B0:94:7E:E4:3A,-81,-89,5184,1476665017
1C:B0:94:7E:E4:3A,-81,-89,5244,1476665077
1C:B0:94:7E:E4:3A,-81,-89,5304,1476665137
1C:B0:94:7E:E4:3A,-81,-89,5364,1476665197
1C:B0:94:7E:E4:3A,-81,-89,5451,1476665284
1C:B0:94:7E:E4:3A,-81,-89,5511,1476665344
1C:B0:94:7E:E4:3A,-81,-89,5571,1476665404
1C:B0:94:7E:E4:3A,-81,-89,5631,1476665464
1C:B0:94:7E:E4:3A,-81,-89,5691,1476665524
1C:B0:94:7E:E4:3A,-81,-89,5754,1476665587
1C:B0:94:7E:E4:3A,-81,-90,5814,1476665647
1C:B0:94:7E:E4:3A,-81,-90,5874,1476665707
1C:B0:94:7E:E4:3A,-81,-90,5934,1476665767
1C:B0:94:7E:E4:3A,-81,-90,5994,1476665827
1C:B0:94:7E:E4:3A,-81,-89,6057,1476665890
1C:B0:94:7E:E4:3A,-81,-89,6117,1476665950
1C:B0:94:7E:E4:3A,-81,-89,6177,1476666010
1C:B0:94:7E:E4:3A,-81,-89,6237,1476666070
1C:B0:94:7E:E4:3A,-81,-89,6297,1476666130
1C:B0:94:7E:E4:3A,-81,-89,6360,1476666193
1C:B0:94:7E:E4:3A,-81,-89,6420,1476666253
1C:B0:94:7E:E4:3A,-81,-89,6480,1476666313
1C:B0:94:7E:E4:3A,-81,-89,6540,1476666373
1C:B0:94:7E:E4:3A,-81,-89,6600,1476666433
1C:B0:94:7E:E4:3A,-81,-89,6660,1476666493
1C:B0:94:7E:E4:3A,-81,-89,6720,1476666553
1C:B0:94:7E:E4:3A,-81,-89,6780,1476666613
1C:B0:94:7E:E4:3A,-81,-89,6840,1476666673
1C:B0:94:7E:E4:3A,-81,-89,6903,1476666736
1C:B0:94:7E:E4:3A,-81,-89,6963,1476666796
1C:B0:94:7E:E4:3A,-81,-89,7023,1476666856
1C:B0:94:7E:E4:3A,-81,-89,7083,1476666916
1C:B0:94:7E:E4:3A,-81,-89,7143,1476666976
1C:B0:94:7E:E4:3A,-81,-89,7206,1476667039
1C:B0:94:7E:E4:3A,-81,-89,7266,1476667099
1C:B0:94:7E:E4:3A,-81,-89,7326,1476667159
1C:B0:94:7E:E4:3A,-81,-88,7386,1476667219
1C:B0:94:7E:E4:3A,-81,-88,7446,1476667279
1C:B0:94:7E:E4:3A,-81,-89,7509,1476667342
1C:B0:94:7E:E4:3A,-81,-89,7569,1476667402
1C:B0:94:7E:E4:3A,-81,-89,7629,1476667462
1C:B0:94:7E:E4:3A,-81,-89,7689,1476667522
1C:B0:94:7E:E4:3A,-81,-89,7749,1476667582
1C:B0:94:7E:E4:3A,-81,-89,7812,1476667645
1C:B0:94:7E:E4:3A,-81,-89,7872,1476667705
1C:B0:94:7E:E4:3A,-81,-89,7932,1476667765
1C:B0:94:7E:E4:3A,-81,-89,7992,1476667825
1C:B0:94:7E:E4:3A,-81,-89,8052,1476667885
1C:B0:94:7E:E4:3A,-81,-89,8115,1476667948
1C:B0:94:7E:E4:3A,-81,-89,8175,1476668008
1C:B0:94:7E:E4:3A,-81,-89,8235,1476668068
1C:B0:94:7E:E4:3A,-81,-89,8295,1476668128
1C:B0:94:7E:E4:3A,-81,-89,8355,1476668188
1C:B0:94:7E:E4:3A,-81,-89,8415,1476668248
1C:B0:94:7E:E4:3A,-81,-89,8475,1476668308
1C:B0:94:7E:E4:3A,-81,-89,8535,1476668368
1C:B0:94:7E:E4:3A,-81,-89,8595,1476668428
1C:B0:94:7E:E4:3A,-81,-90,8658,1476668491
1C:B0:94:7E:E4:3A,-81,-90,8718,1476668551
1C:B0:94:7E:E4:3A,-81,-90,8778,1476668611
1C:B0:94:7E:E4:3A,-81,-90,8839,1476668671
1C:B0:94:7E:E4:3A,-82,-89,8899,1476668731
1C:B0:94:7E:E4:3A,-82,-89,8985,1476668818
1C:B0:94:7E:E4:3A,-85,-88,9045,1476668878
1C:B0:94:7E:E4:3A,-84,-88,9105,1476668938
1C:B0:94:7E:E4:3A,-83,-88,9165,1476668998
1C:B0:94:7E:E4:3A,-83,-88,9225,1476669058
1C:B0:94:7E:E4:3A,-83,-88,9288,1476669121
1C:B0:94:7E:E4:3A,-83,-88,9348,1476669181
1C:B0:94:7E:E4:3A,-83,-88,9408,1476669241
1C:B0:94:7E:E4:3A,-83,-88,9468,1476669301
1C:B0:94:7E:E4:3A,-83,-88,9528,1476669361
1C:B0:94:7E:E4:3A,-83,-88,9591,1476669424
1C:B0:94:7E:E4:3A,-83,-88,9651,1476669484
1C:B0:94:7E:E4:3A,-83,-88,9711,1476669544
1C:B0:94:7E:E4:3A,-83,-88,9771,1476669604
1C:B0:94:7E:E4:3A,-83,-88,9831,1476669664
1C:B0:94:7E:E4:3A,-83,-88,9894,1476669727
1C:B0:94:7E:E4:3A,-83,-88,9954,1476669787
1C:B0:94:7E:E4:3A,-83,-88,10014,1476669847
1C:B0:94:7E:E4:3A,-83,-88,10074,1476669907
1C:B0:94:7E:E4:3A,-83,-88,10134,1476669967
1C:B0:94:7E:E4:3A,-83,-88,10194,1476670027
1C:B0:94:7E:E4:3A,-83,-88,10254,1476670087
1C:B0:94:7E:E4:3A,-83,-88,10314,1476670147
1C:B0:94:7E:E4:3A,-83,-88,10374,1476670207
1C:B0:94:7E:E4:3A,-83,-88,10438,1476670270
1C:B0:94:7E:E4:3A,-83,-88,10498,1476670330
1C:B0:94:7E:E4:3A,-83,-88,10558,1476670390
1C:B0:94:7E:E4:3A,-83,-88,10618,1476670450
1C:B0:94:7E:E4:3A,-83,-88,10678,1476670510
1C:B0:94:7E:E4:3A,-83,-88,10741,1476670573
1C:B0:94:7E:E4:3A,-83,-88,10801,1476670633
1C:B0:94:7E:E4:3A,-82,-86,10861,1476670693
1C:B0:94:7E:E4:3A,-82,-87,10921,1476670753
1C:B0:94:7E:E4:3A,-82,-87,10981,1476670813
1C:B0:94:7E:E4:3A,-82,-87,11044,1476670876
1C:B0:94:7E:E4:3A,-82,-87,11104,1476670936
1C:B0:94:7E:E4:3A,-82,-87,11164,1476670996
1C:B0:94:7E:E4:3A,-82,-87,11224,1476671056
1C:B0:94:7E:E4:3A,-82,-87,11284,1476671116
1C:B0:94:7E:E4:3A,-82,-87,11347,1476671179
1C:B0:94:7E:E4:3A,-82,-87,11407,1476671239
1C:B0:94:7E:E4:3A,-82,-87,11467,1476671299
1C:B0:94:7E:E4:3A,-82,-87,11527,1476671359
1C:B0:94:7E:E4:3A,-83,-87,11587,1476671419
