Client_MAC,Rssi0,Rssi1,Connection_Time,EpocTime
E6:71:85:62:0D:A8,-63,-68,5305,1476387710
E6:71:85:62:0D:A8,-63,-68,5365,1476387770
E6:71:85:62:0D:A8,-64,-69,5425,1476387830
E6:71:85:62:0D:A8,-63,-68,5485,1476387890
E6:71:85:62:0D:A8,-63,-68,5545,1476387950
E6:71:85:62:0D:A8,-62,-68,5605,1476388010
E6:71:85:62:0D:A8,-63,-68,5665,1476388070
E6:71:85:62:0D:A8,-63,-68,5725,1476388130
E6:71:85:62:0D:A8,-63,-69,5785,1476388190
E6:71:85:62:0D:A8,-63,-68,5848,1476388253
E6:71:85:62:0D:A8,-64,-69,5908,1476388313
E6:71:85:62:0D:A8,-63,-68,5968,1476388373
E6:71:85:62:0D:A8,-63,-69,6028,1476388433
E6:71:85:62:0D:A8,-64,-70,6088,1476388493
E6:71:85:62:0D:A8,-63,-68,6151,1476388556
E6:71:85:62:0D:A8,-62,-68,6211,1476388616
E6:71:85:62:0D:A8,-63,-68,6271,1476388676
E6:71:85:62:0D:A8,-63,-68,6331,1476388736
E6:71:85:62:0D:A8,-63,-68,6391,1476388796
E6:71:85:62:0D:A8,-63,-69,6477,1476388882
E6:71:85:62:0D:A8,-63,-69,6537,1476388942
E6:71:85:62:0D:A8,-63,-69,6597,1476389002
E6:71:85:62:0D:A8,-63,-69,6657,1476389062
E6:71:85:62:0D:A8,-64,-69,6717,1476389122
E6:71:85:62:0D:A8,-63,-68,6780,1476389185
E6:71:85:62:0D:A8,-62,-68,6840,1476389245
E6:71:85:62:0D:A8,-63,-68,6900,1476389305
E6:71:85:62:0D:A8,-63,-69,6960,1476389365
E6:71:85:62:0D:A8,-63,-68,7020,1476389425
E6:71:85:62:0D:A8,-62,-68,7083,1476389488
E6:71:85:62:0D:A8,-62,-68,7143,1476389548
E6:71:85:62:0D:A8,-63,-68,7203,1476389608
E6:71:85:62:0D:A8,-63,-68,7263,1476389668
E6:71:85:62:0D:A8,-63,-68,7323,1476389728
E6:71:85:62:0D:A8,-63,-68,7383,1476389788
E6:71:85:62:0D:A8,-63,-68,7443,1476389848
E6:71:85:62:0D:A8,-63,-68,7503,1476389908
E6:71:85:62:0D:A8,-63,-68,7563,1476389968
E6:71:85:62:0D:A8,-62,-68,7626,1476390031
E6:71:85:62:0D:A8,-62,-68,7686,1476390091
E6:71:85:62:0D:A8,-63,-68,7746,1476390151
E6:71:85:62:0D:A8,-63,-68,7806,1476390211
E6:71:85:62:0D:A8,-63,-68,7866,1476390271
E6:71:85:62:0D:A8,-63,-68,7952,1476390358
E6:71:85:62:0D:A8,-63,-68,8012,1476390418
E6:71:85:62:0D:A8,-63,-68,8072,1476390478
E6:71:85:62:0D:A8,-63,-69,8132,1476390538
E6:71:85:62:0D:A8,-63,-69,8192,1476390598
E6:71:85:62:0D:A8,-63,-68,8255,1476390661
E6:71:85:62:0D:A8,-63,-68,8315,1476390721
E6:71:85:62:0D:A8,-63,-68,8375,1476390781
E6:71:85:62:0D:A8,-63,-68,8435,1476390841
E6:71:85:62:0D:A8,-63,-68,8495,1476390901
E6:71:85:62:0D:A8,-63,-69,8558,1476390964
E6:71:85:62:0D:A8,-64,-69,8618,1476391024
E6:71:85:62:0D:A8,-64,-69,8678,1476391084
E6:71:85:62:0D:A8,-63,-69,8738,1476391144
E6:71:85:62:0D:A8,-63,-69,8798,1476391204
E6:71:85:62:0D:A8,-64,-69,8861,1476391267
E6:71:85:62:0D:A8,-63,-69,8921,1476391327
E6:71:85:62:0D:A8,-63,-69,8981,1476391387
E6:71:85:62:0D:A8,-64,-69,9041,1476391447
E6:71:85:62:0D:A8,-63,-69,9101,1476391507
E6:71:85:62:0D:A8,-63,-69,9161,1476391567
E6:71:85:62:0D:A8,-64,-69,9221,1476391627
E6:71:85:62:0D:A8,-63,-69,9281,1476391687
E6:71:85:62:0D:A8,-63,-69,9341,1476391747
E6:71:85:62:0D:A8,-63,-68,9404,1476391810
E6:71:85:62:0D:A8,-64,-70,9464,1476391870
E6:71:85:62:0D:A8,-63,-69,9524,1476391930
E6:71:85:62:0D:A8,-63,-68,9584,1476391990
E6:71:85:62:0D:A8,-63,-68,9644,1476392050
E6:71:85:62:0D:A8,-63,-68,9707,1476392113
E6:71:85:62:0D:A8,-63,-68,9768,1476392173
E6:71:85:62:0D:A8,-63,-69,9828,1476392233
E6:71:85:62:0D:A8,-63,-68,9888,1476392293
E6:71:85:62:0D:A8,-63,-68,9948,1476392353
E6:71:85:62:0D:A8,-63,-69,10033,1476392439
E6:71:85:62:0D:A8,-63,-69,10093,1476392499
E6:71:85:62:0D:A8,-63,-69,10153,1476392559
E6:71:85:62:0D:A8,-63,-68,10213,1476392619
E6:71:85:62:0D:A8,-63,-68,10273,1476392679
E6:71:85:62:0D:A8,-63,-69,10336,1476392742
E6:71:85:62:0D:A8,-63,-69,10396,1476392802
E6:71:85:62:0D:A8,-63,-69,10456,1476392862
E6:71:85:62:0D:A8,-63,-69,10516,1476392922
E6:71:85:62:0D:A8,-63,-69,10576,1476392982
E6:71:85:62:0D:A8,-63,-68,10639,1476393045
E6:71:85:62:0D:A8,-63,-68,10699,1476393105
E6:71:85:62:0D:A8,-63,-68,10759,1476393165
E6:71:85:62:0D:A8,-63,-68,10819,1476393225
E6:71:85:62:0D:A8,-63,-68,10879,1476393285
E6:71:85:62:0D:A8,-63,-68,10939,1476393345
E6:71:85:62:0D:A8,-63,-69,11000,1476393405
E6:71:85:62:0D:A8,-63,-68,11060,1476393465
E6:71:85:62:0D:A8,-63,-68,11120,1476393525
E6:71:85:62:0D:A8,-63,-68,11183,1476393588
E6:71:85:62:0D:A8,-63,-68,11243,1476393648
E6:71:85:62:0D:A8,-63,-68,11303,1476393708
E6:71:85:62:0D:A8,-63,-68,11363,1476393768
E6:71:85:62:0D:A8,-63,-69,11423,1476393828
E6:71:85:62:0D:A8,-63,-68,11507,1476393912
E6:71:85:62:0D:A8,-63,-69,11567,1476393972
E6:71:85:62:0D:A8,-63,-69,11627,1476394032
E6:71:85:62:0D:A8,-63,-68,11687,1476394092
E6:71:85:62:0D:A8,-63,-69,11747,1476394152
E6:71:85:62:0D:A8,-63,-68,11810,1476394215
E6:71:85:62:0D:A8,-63,-68,11870,1476394275
E6:71:85:62:0D:A8,-63,-68,11930,1476394336
E6:71:85:62:0D:A8,-62,-68,11990,1476394396
